ENSG00000236426.5_8	5	5	0
ENSG00000181192.12_5	15885	39	15846
ENSG00000265719.1	0	0	0
ENSG00000148908.15_6	6284	14	6270
ENSG00000271353.1_5	0	0	0
ENSG00000151923.17_6	22547	87	22460
ENSG00000234569.1_4	0	0	0
ENSG00000227437.1_4	0	0	0
ENSG00000151929.10_3	25077	60	25017
ENSG00000232823.2_6	1	1	0
ENSG00000198825.15_8	8290	47	8243
ENSG00000242818.2	0	0	0
ENSG00000270300.2_7	123	123	0
ENSG00000282413.1_5	0	0	0
ENSG00000272507.1	3	3	0
ENSG00000197771.12_4	24803	79	24724
ENSG00000107651.13_4	16974	42	16932
ENSG00000065665.21_5	2263	566	2158
ENSG00000265370.1	0	0	0
ENSG00000265653.1	3	3	0
ENSG00000180230.6_4	0	0	0
ENSG00000223455.1_5	0	0	0
ENSG00000238900.1	0	1	0
ENSG00000221402.1	0	0	0
ENSG00000165609.13_6	17877	277	18110
ENSG00000220842.6_5	279	0	279
ENSG00000234522.1_5	0	0	0
ENSG00000203805.11_4	13	0	13
ENSG00000265239.1	0	0	0
ENSG00000185736.16_6	1	0	1
ENSG00000177234.7_6	1	0	1
ENSG00000274461.2_7	5	5	0
ENSG00000151465.14_5	13842	98	19890
ENSG00000227165.9_8	9	0	9
ENSG00000287936.1_1	3	3	0
ENSG00000120008.16_4	19351	66	19300
ENSG00000271670.1_7	480	495	0
ENSG00000227307.1_7	0	0	0
ENSG00000278484.1_6	1	0	1
ENSG00000228302.2_8	65	6111	52
ENSG00000236762.1_6	1	0	1
ENSG00000227143.1_5	3	3	0
ENSG00000265824.1	0	0	0
ENSG00000222979.1	0	0	0
ENSG00000066468.23_7	3858	8	3850
ENSG00000223432.1_7	0	0	0
ENSG00000223540.1_2	0	0	0
ENSG00000224250.1_6	0	0	0
ENSG00000107669.17_9	7746	54	7748
ENSG00000201884.1	0	0	0
ENSG00000226864.2_6	12	45	23
ENSG00000264036.1	0	0	0
ENSG00000276742.1_7	2	20	0
ENSG00000107672.15_5	4727	22	6170
ENSG00000273891.1_7	481	1926	2
ENSG00000138162.19_6	9662	51	9613
ENSG00000285715.1_4	0	0	0
ENSG00000285973.2_4	12	14	0
ENSG00000183049.12_5	202	0	202
ENSG00000138152.10_5	53	1	52
ENSG00000202245.1	0	0	0
ENSG00000107679.14_4	20437	60	20382
ENSG00000265442.1	13	0	13
ENSG00000285955.1_3	11	6	16
ENSG00000254636.1_4	7	7	1
ENSG00000166033.13_5	40400	393	40012
ENSG00000187908.19_7	358	1	357
ENSG00000286114.1_1	0	0	0
ENSG00000286135.1_1	0	0	0
ENSG00000183559.12_8	0	0	0
ENSG00000176584.18_6	1	0	1
ENSG00000252438.1	0	0	0
ENSG00000138161.14_6	0	0	0
ENSG00000286088.1_4	14	0	14
ENSG00000213185.7_6	570	6	566
ENSG00000255624.3_6	817	6	813
ENSG00000203795.3_4	0	0	0
ENSG00000119965.13_5	3379	11	3368
ENSG00000287043.1_2	0	0	0
ENSG00000179988.14_6	733	9	724
ENSG00000095574.12_4	5897	51	5846
ENSG00000196177.13_4	2196	8	2188
ENSG00000188620.11_5	0	0	0
ENSG00000188816.3_2	1	0	1
ENSG00000154473.18_5	32963	72	32891
ENSG00000227586.5_4	0	0	0
ENSG00000265463.1	0	0	0
ENSG00000252118.1	0	0	0
ENSG00000270902.1_6	1	1	0
ENSG00000230131.6_8	0	0	0
ENSG00000225152.1_7	0	0	0
ENSG00000286344.1_1	0	0	0
ENSG00000234542.1_6	0	0	0
ENSG00000154478.4_4	0	0	0
ENSG00000121898.13_6	13	0	13
ENSG00000221293.2	0	0	0
ENSG00000231138.1_6	0	0	0
ENSG00000221437.1	0	0	0
ENSG00000234677.1_8	1	0	1
ENSG00000287768.1_2	0	0	0
ENSG00000213438.2_4	5	5	0
ENSG00000232334.1_5	81	0	81
ENSG00000182022.18_8	10792	18	10774
ENSG00000285994.1_2	1	0	1
ENSG00000065154.12_4	47722	73	47649
ENSG00000229544.9_5	682	0	740
ENSG00000271434.2	0	58	0
ENSG00000107902.14_4	2946	12	2934
ENSG00000229455.2_4	7	7	0
ENSG00000263584.1	0	0	0
ENSG00000258539.1_7	108	98	10
ENSG00000189319.14_6	5821	72	6048
ENSG00000278831.1_6	18	483	11
ENSG00000232420.2_3	0	0	0
ENSG00000233334.3_7	3	3	0
ENSG00000203791.15_11	1387	4	1383
ENSG00000199466.1	2	2	0
ENSG00000165660.8_7	6460	17	6443
ENSG00000207494.1	17	17	0
ENSG00000214807.2_4	0	0	0
ENSG00000249456.1_7	12	0	12
ENSG00000019995.6_4	4441	1038	9530
ENSG00000226899.1_7	1	1	0
ENSG00000175029.17_7	22607	5182	26971
ENSG00000273599.1_6	1342	4724	37
ENSG00000264572.1	10	0	10
ENSG00000282787.1_6	15	0	15
ENSG00000214298.3_4	0	0	0
ENSG00000233135.1_4	0	0	0
ENSG00000237675.5_8	0	0	0
ENSG00000175018.13_9	4	0	4
ENSG00000214297.3_3	0	0	0
ENSG00000228021.7_9	6	131	0
ENSG00000224023.10_9	25	0	32
ENSG00000280561.1_9	0	0	0
ENSG00000234134.1_8	29	2	27
ENSG00000107938.18_5	4978	15	5885
ENSG00000236991.6_8	166	659	3
ENSG00000154485.5_7	3	3	1
ENSG00000188690.15_9	3809	7	3802
ENSG00000265092.1	3	3	0
ENSG00000107949.17_6	11888	2779	13710
ENSG00000089876.12_9	11529	2045	14085
ENSG00000215972.1	12	8	4
ENSG00000222629.1	1	0	1
ENSG00000203780.12_8	721	9	712
ENSG00000234016.1_4	2	2	0
ENSG00000233409.1_7	0	0	0
